Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene type
ENSMUSG00000085873	ENSMUSG00000085873.3	ENSMUST00000154561	ENSMUST00000154561.2	lncRNA
ENSMUSG00000085873	ENSMUSG00000085873.3	ENSMUST00000150239	ENSMUST00000150239.2	lncRNA
ENSMUSG00000085873	ENSMUSG00000085873.3	ENSMUST00000247239	ENSMUST00000247239.1	lncRNA
ENSMUSG00000085481	ENSMUSG00000085481.2	ENSMUST00000129972	ENSMUST00000129972.2	processed_pseudogene
ENSMUSG00000081528	ENSMUSG00000081528.2	ENSMUST00000121747	ENSMUST00000121747.2	processed_pseudogene
ENSMUSG00000083420	ENSMUSG00000083420.2	ENSMUST00000119116	ENSMUST00000119116.2	processed_pseudogene
ENSMUSG00000081585	ENSMUSG00000081585.2	ENSMUST00000121158	ENSMUST00000121158.2	processed_pseudogene
ENSMUSG00000081170	ENSMUSG00000081170.2	ENSMUST00000120626	ENSMUST00000120626.2	processed_pseudogene
ENSMUSG00000087127	ENSMUSG00000087127.2	ENSMUST00000126294	ENSMUST00000126294.2	lncRNA
ENSMUSG00000060402	ENSMUSG00000060402.9	ENSMUST00000238947	ENSMUST00000238947.2	protein_coding
ENSMUSG00000060402	ENSMUSG00000060402.9	ENSMUST00000078686	ENSMUST00000078686.8	protein_coding
ENSMUSG00000060402	ENSMUSG00000060402.9	ENSMUST00000205259	ENSMUST00000205259.2	protein_coding
ENSMUSG00000060402	ENSMUSG00000060402.9	ENSMUST00000154629	ENSMUST00000154629.3	protein_coding
ENSMUSG00000060402	ENSMUSG00000060402.9	ENSMUST00000135295	ENSMUST00000135295.2	protein_coding
ENSMUSG00000060402	ENSMUSG00000060402.9	ENSMUST00000206207	ENSMUST00000206207.2	protein_coding
ENSMUSG00000060402	ENSMUSG00000060402.9	ENSMUST00000205390	ENSMUST00000205390.2	protein_coding
ENSMUSG00000065296	ENSMUSG00000065296.4	ENSMUST00000083362	ENSMUST00000083362.4	snRNA
ENSMUSG00000074340	ENSMUSG00000074340.10	ENSMUST00000000573	ENSMUST00000000573.9	protein_coding
ENSMUSG00000074340	ENSMUSG00000074340.10	ENSMUST00000163626	ENSMUST00000163626.2	protein_coding
ENSMUSG00000074340	ENSMUSG00000074340.10	ENSMUST00000164055	ENSMUST00000164055.2	protein_coding
ENSMUSG00000074340	ENSMUSG00000074340.10	ENSMUST00000092878	ENSMUST00000092878.5	protein_coding
ENSMUSG00000058071	ENSMUSG00000058071.5	ENSMUST00000215527	ENSMUST00000215527.2	protein_coding
ENSMUSG00000058071	ENSMUSG00000058071.5	ENSMUST00000074308	ENSMUST00000074308.3	protein_coding
ENSMUSG00000058071	ENSMUSG00000058071.5	ENSMUST00000205227	ENSMUST00000205227.2	protein_coding
ENSMUSG00000077315	ENSMUSG00000077315.4	ENSMUST00000104127	ENSMUST00000104127.4	snoRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000160698	ENSMUST00000160698.2	lncRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000228703	ENSMUST00000228703.2	lncRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000255184	ENSMUST00000255184.1	lncRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000255185	ENSMUST00000255185.1	lncRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000255186	ENSMUST00000255186.1	lncRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000255187	ENSMUST00000255187.1	lncRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000255188	ENSMUST00000255188.1	lncRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000255189	ENSMUST00000255189.1	lncRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000255190	ENSMUST00000255190.1	lncRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000255191	ENSMUST00000255191.1	lncRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000255192	ENSMUST00000255192.1	lncRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000255193	ENSMUST00000255193.1	lncRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000255194	ENSMUST00000255194.1	lncRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000255195	ENSMUST00000255195.1	lncRNA
ENSMUSG00000089647	ENSMUSG00000089647.4	ENSMUST00000255196	ENSMUST00000255196.1	lncRNA
ENSMUSG00000082816	ENSMUSG00000082816.2	ENSMUST00000122352	ENSMUST00000122352.2	processed_pseudogene
ENSMUSG00000063681	ENSMUSG00000063681.15	ENSMUST00000059825	ENSMUST00000059825.12	protein_coding
ENSMUSG00000063681	ENSMUSG00000063681.15	ENSMUST00000199479	ENSMUST00000199479.2	protein_coding
ENSMUSG00000063681	ENSMUSG00000063681.15	ENSMUST00000198445	ENSMUST00000198445.5	protein_coding
ENSMUSG00000063681	ENSMUSG00000063681.15	ENSMUST00000199291	ENSMUST00000199291.2	protein_coding
ENSMUSG00000063681	ENSMUSG00000063681.15	ENSMUST00000196402	ENSMUST00000196402.5	protein_coding
ENSMUSG00000063681	ENSMUSG00000063681.15	ENSMUST00000200340	ENSMUST00000200340.2	protein_coding
ENSMUSG00000063681	ENSMUSG00000063681.15	ENSMUST00000197035	ENSMUST00000197035.2	protein_coding
ENSMUSG00000059043	ENSMUSG00000059043.3	ENSMUST00000214238	ENSMUST00000214238.2	protein_coding
ENSMUSG00000059043	ENSMUSG00000059043.3	ENSMUST00000214590	ENSMUST00000214590.2	protein_coding
ENSMUSG00000059043	ENSMUSG00000059043.3	ENSMUST00000080917	ENSMUST00000080917.2	protein_coding
ENSMUSG00000063931	ENSMUSG00000063931.15	ENSMUST00000075068	ENSMUST00000075068.14	protein_coding
ENSMUSG00000063931	ENSMUSG00000063931.15	ENSMUST00000161900	ENSMUST00000161900.8	protein_coding
ENSMUSG00000063931	ENSMUSG00000063931.15	ENSMUST00000161128	ENSMUST00000161128.8	protein_coding
ENSMUSG00000063931	ENSMUSG00000063931.15	ENSMUST00000162509	ENSMUST00000162509.2	protein_coding
ENSMUSG00000063931	ENSMUSG00000063931.15	ENSMUST00000160320	ENSMUST00000160320.3	protein_coding
ENSMUSG00000063931	ENSMUSG00000063931.15	ENSMUST00000160459	ENSMUST00000160459.2	protein_coding
ENSMUSG00000063166	ENSMUSG00000063166.5	ENSMUST00000081132	ENSMUST00000081132.5	processed_pseudogene
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000069805	ENSMUST00000069805.14	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000107396	ENSMUST00000107396.8	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000163354	ENSMUST00000163354.8	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000166347	ENSMUST00000166347.8	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000168276	ENSMUST00000168276.8	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000166502	ENSMUST00000166502.2	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000163152	ENSMUST00000163152.2	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000171941	ENSMUST00000171941.2	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000167442	ENSMUST00000167442.2	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000170324	ENSMUST00000170324.2	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000170739	ENSMUST00000170739.2	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000167257	ENSMUST00000167257.2	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000171818	ENSMUST00000171818.2	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000166705	ENSMUST00000166705.2	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000170696	ENSMUST00000170696.2	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000168880	ENSMUST00000168880.8	protein_coding
ENSMUSG00000060671	ENSMUSG00000060671.13	ENSMUST00000171422	ENSMUST00000171422.2	protein_coding
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000140954	ENSMUST00000140954.10	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000154334	ENSMUST00000154334.10	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000156974	ENSMUST00000156974.8	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000127533	ENSMUST00000127533.8	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000127409	ENSMUST00000127409.9	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000144849	ENSMUST00000144849.9	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000136211	ENSMUST00000136211.3	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000138137	ENSMUST00000138137.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000144774	ENSMUST00000144774.3	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000146227	ENSMUST00000146227.10	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000135114	ENSMUST00000135114.8	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000141136	ENSMUST00000141136.10	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000123850	ENSMUST00000123850.8	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000147478	ENSMUST00000147478.8	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000144366	ENSMUST00000144366.10	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000240795	ENSMUST00000240795.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000241182	ENSMUST00000241182.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000241230	ENSMUST00000241230.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000241344	ENSMUST00000241344.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000241422	ENSMUST00000241422.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000241485	ENSMUST00000241485.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000241538	ENSMUST00000241538.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000242059	ENSMUST00000242059.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000242085	ENSMUST00000242085.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000242174	ENSMUST00000242174.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000242218	ENSMUST00000242218.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000242328	ENSMUST00000242328.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000242678	ENSMUST00000242678.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000242840	ENSMUST00000242840.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000242942	ENSMUST00000242942.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000243000	ENSMUST00000243000.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000243099	ENSMUST00000243099.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000243212	ENSMUST00000243212.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000243906	ENSMUST00000243906.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000244049	ENSMUST00000244049.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000244058	ENSMUST00000244058.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000244077	ENSMUST00000244077.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000244113	ENSMUST00000244113.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000244308	ENSMUST00000244308.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000244622	ENSMUST00000244622.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000244702	ENSMUST00000244702.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000244856	ENSMUST00000244856.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000244897	ENSMUST00000244897.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000244921	ENSMUST00000244921.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000245147	ENSMUST00000245147.2	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000245194	ENSMUST00000245194.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299299	ENSMUST00000299299.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299300	ENSMUST00000299300.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299301	ENSMUST00000299301.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299302	ENSMUST00000299302.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299303	ENSMUST00000299303.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299304	ENSMUST00000299304.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299305	ENSMUST00000299305.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299306	ENSMUST00000299306.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299307	ENSMUST00000299307.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299308	ENSMUST00000299308.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299309	ENSMUST00000299309.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299310	ENSMUST00000299310.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299311	ENSMUST00000299311.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299312	ENSMUST00000299312.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299313	ENSMUST00000299313.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299314	ENSMUST00000299314.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299315	ENSMUST00000299315.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299316	ENSMUST00000299316.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299317	ENSMUST00000299317.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299318	ENSMUST00000299318.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299319	ENSMUST00000299319.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299320	ENSMUST00000299320.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299321	ENSMUST00000299321.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299322	ENSMUST00000299322.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299323	ENSMUST00000299323.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299324	ENSMUST00000299324.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299325	ENSMUST00000299325.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299326	ENSMUST00000299326.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299327	ENSMUST00000299327.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299328	ENSMUST00000299328.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299329	ENSMUST00000299329.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299330	ENSMUST00000299330.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299331	ENSMUST00000299331.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299332	ENSMUST00000299332.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299333	ENSMUST00000299333.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299334	ENSMUST00000299334.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299335	ENSMUST00000299335.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299336	ENSMUST00000299336.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299337	ENSMUST00000299337.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299338	ENSMUST00000299338.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299339	ENSMUST00000299339.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299340	ENSMUST00000299340.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299341	ENSMUST00000299341.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299342	ENSMUST00000299342.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299343	ENSMUST00000299343.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299344	ENSMUST00000299344.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299345	ENSMUST00000299345.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299346	ENSMUST00000299346.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299347	ENSMUST00000299347.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299348	ENSMUST00000299348.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299349	ENSMUST00000299349.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299350	ENSMUST00000299350.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299351	ENSMUST00000299351.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299352	ENSMUST00000299352.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299353	ENSMUST00000299353.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299354	ENSMUST00000299354.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299355	ENSMUST00000299355.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299356	ENSMUST00000299356.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299357	ENSMUST00000299357.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299358	ENSMUST00000299358.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299359	ENSMUST00000299359.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299360	ENSMUST00000299360.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299361	ENSMUST00000299361.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299362	ENSMUST00000299362.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299363	ENSMUST00000299363.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299364	ENSMUST00000299364.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299365	ENSMUST00000299365.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299366	ENSMUST00000299366.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299367	ENSMUST00000299367.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299368	ENSMUST00000299368.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299369	ENSMUST00000299369.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299370	ENSMUST00000299370.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299371	ENSMUST00000299371.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299372	ENSMUST00000299372.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299373	ENSMUST00000299373.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299374	ENSMUST00000299374.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299375	ENSMUST00000299375.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299376	ENSMUST00000299376.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299377	ENSMUST00000299377.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299378	ENSMUST00000299378.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299379	ENSMUST00000299379.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299380	ENSMUST00000299380.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299381	ENSMUST00000299381.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299382	ENSMUST00000299382.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299383	ENSMUST00000299383.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299384	ENSMUST00000299384.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299385	ENSMUST00000299385.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299386	ENSMUST00000299386.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299387	ENSMUST00000299387.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299388	ENSMUST00000299388.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299389	ENSMUST00000299389.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299390	ENSMUST00000299390.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299391	ENSMUST00000299391.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299392	ENSMUST00000299392.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299393	ENSMUST00000299393.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299394	ENSMUST00000299394.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299395	ENSMUST00000299395.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299396	ENSMUST00000299396.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299397	ENSMUST00000299397.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000299398	ENSMUST00000299398.1	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000138460	ENSMUST00000138460.9	lncRNA
ENSMUSG00000087174	ENSMUSG00000087174.10	ENSMUST00000243080	ENSMUST00000243080.1	lncRNA
ENSMUSG00000067825	ENSMUSG00000067825.12	ENSMUST00000118234	ENSMUST00000118234.8	protein_coding
ENSMUSG00000067825	ENSMUSG00000067825.12	ENSMUST00000088561	ENSMUST00000088561.10	protein_coding
ENSMUSG00000067825	ENSMUSG00000067825.12	ENSMUST00000137432	ENSMUST00000137432.8	protein_coding
ENSMUSG00000067825	ENSMUSG00000067825.12	ENSMUST00000120066	ENSMUST00000120066.8	protein_coding
ENSMUSG00000067825	ENSMUSG00000067825.12	ENSMUST00000139393	ENSMUST00000139393.2	protein_coding
ENSMUSG00000067825	ENSMUSG00000067825.12	ENSMUST00000125633	ENSMUST00000125633.2	protein_coding
ENSMUSG00000077469	ENSMUSG00000077469.3	ENSMUST00000104281	ENSMUST00000104281.3	snoRNA
ENSMUSG00000089631	ENSMUSG00000089631.3	ENSMUST00000162843	ENSMUST00000162843.3	processed_pseudogene
ENSMUSG00000080976	ENSMUSG00000080976.2	ENSMUST00000118128	ENSMUST00000118128.2	processed_pseudogene
ENSMUSG00000084170	ENSMUSG00000084170.2	ENSMUST00000121403	ENSMUST00000121403.2	processed_pseudogene
ENSMUSG00000088001	ENSMUSG00000088001.3	ENSMUST00000157376	ENSMUST00000157376.3	snRNA
ENSMUSG00000086485	ENSMUSG00000086485.3	ENSMUST00000156950	ENSMUST00000156950.3	lncRNA
ENSMUSG00000086527	ENSMUSG00000086527.2	ENSMUST00000124853	ENSMUST00000124853.2	lncRNA
ENSMUSG00000074862	ENSMUSG00000074862.12	ENSMUST00000126940	ENSMUST00000126940.2	protein_coding
ENSMUSG00000074862	ENSMUSG00000074862.12	ENSMUST00000119492	ENSMUST00000119492.2	protein_coding
ENSMUSG00000074862	ENSMUSG00000074862.12	ENSMUST00000119753	ENSMUST00000119753.8	protein_coding
ENSMUSG00000074862	ENSMUSG00000074862.12	ENSMUST00000121138	ENSMUST00000121138.2	protein_coding
ENSMUSG00000074862	ENSMUSG00000074862.12	ENSMUST00000099442	ENSMUST00000099442.4	protein_coding
ENSMUSG00000083579	ENSMUSG00000083579.3	ENSMUST00000121410	ENSMUST00000121410.3	processed_pseudogene
ENSMUSG00000085048	ENSMUSG00000085048.3	ENSMUST00000126677	ENSMUST00000126677.3	lncRNA
ENSMUSG00000081809	ENSMUSG00000081809.3	ENSMUST00000118452	ENSMUST00000118452.3	processed_pseudogene
ENSMUSG00000065045	ENSMUSG00000065045.3	ENSMUST00000083111	ENSMUST00000083111.3	snRNA
ENSMUSG00000087247	ENSMUSG00000087247.4	ENSMUST00000133144	ENSMUST00000133144.4	protein_coding
ENSMUSG00000090035	ENSMUSG00000090035.4	ENSMUST00000161240	ENSMUST00000161240.4	protein_coding
ENSMUSG00000089994	ENSMUSG00000089994.2	ENSMUST00000160182	ENSMUST00000160182.2	lncRNA
