




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.XXXX/zenodo.XXXXXXXX Released 2025-10-05
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (5149)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
alcohol biosynthetic process (GO:0046165)	96	46	24.02	+	1.92	1.28E-06	2.76E-05
glycolytic process (GO:0006096)	48	23	12.01	+	1.92	6.36E-04	6.46E-03
positive regulation of response to wounding (GO:1903036)	71	34	17.76	+	1.91	4.40E-05	6.39E-04
negative regulation of protein kinase activity (GO:0006469)	71	34	17.76	+	1.91	4.40E-05	6.38E-04
protein localization to cell junction (GO:1902414)	94	45	23.52	+	1.91	1.80E-06	3.77E-05
negative regulation of lipid localization (GO:1905953)	46	22	11.51	+	1.91	9.05E-04	8.79E-03
neuron projection organization (GO:0106027)	46	22	11.51	+	1.91	9.05E-04	8.78E-03
response to metal ion (GO:0010038)	341	163	85.32	+	1.91	7.07E-20	5.77E-18
endoplasmic reticulum unfolded protein response (GO:0030968)	67	32	16.76	+	1.91	5.47E-05	7.70E-04
negative regulation of wound healing (GO:0061045)	67	32	16.76	+	1.91	5.47E-05	7.70E-04
negative regulation of endocytosis (GO:0045806)	67	32	16.76	+	1.91	5.47E-05	7.69E-04
carbohydrate derivative transport (GO:1901264)	88	42	22.02	+	1.91	5.17E-06	9.75E-05
nucleoside monophosphate biosynthetic process (GO:0009124)	44	21	11.01	+	1.91	1.30E-03	1.17E-02
carbohydrate biosynthetic process (GO:0016051)	107	51	26.77	+	1.91	4.43E-07	1.04E-05
positive regulation of response to endoplasmic reticulum stress (GO:1905898)	42	20	10.51	+	1.90	1.87E-03	1.61E-02
intracellular lipid transport (GO:0032365)	42	20	10.51	+	1.90	1.87E-03	1.60E-02
renal absorption (GO:0070293)	42	20	10.51	+	1.90	1.87E-03	1.60E-02
regulation of calcium ion-dependent exocytosis (GO:0017158)	42	20	10.51	+	1.90	1.87E-03	1.60E-02
modified amino acid biosynthetic process (GO:0042398)	42	20	10.51	+	1.90	1.87E-03	1.60E-02
organophosphate metabolic process (GO:0019637)	977	465	244.44	+	1.90	3.64E-55	2.30E-52
response to reactive oxygen species (GO:0000302)	164	78	41.03	+	1.90	4.89E-10	1.81E-08
positive regulation of viral process (GO:0048524)	61	29	15.26	+	1.90	1.51E-04	1.90E-03
regulation of receptor-mediated endocytosis (GO:0048259)	122	58	30.52	+	1.90	7.76E-08	2.09E-06
prostanoid metabolic process (GO:0006692)	40	19	10.01	+	1.90	2.71E-03	2.23E-02
regulation of calcineurin-mediated signaling (GO:0106056)	40	19	10.01	+	1.90	2.71E-03	2.23E-02
muscle system process (GO:0003012)	339	161	84.82	+	1.90	2.10E-19	1.63E-17
regulation of cholesterol transport (GO:0032374)	59	28	14.76	+	1.90	2.14E-04	2.58E-03
regulation of sterol transport (GO:0032371)	59	28	14.76	+	1.90	2.14E-04	2.58E-03
regulation of vacuole organization (GO:0044088)	59	28	14.76	+	1.90	2.14E-04	2.57E-03
regulation of cardiac muscle hypertrophy (GO:0010611)	59	28	14.76	+	1.90	2.14E-04	2.57E-03
negative regulation of cytoskeleton organization (GO:0051494)	154	73	38.53	+	1.89	1.73E-09	6.04E-08
negative regulation of cell-matrix adhesion (GO:0001953)	38	18	9.51	+	1.89	3.95E-03	2.99E-02
prostaglandin metabolic process (GO:0006693)	38	18	9.51	+	1.89	3.95E-03	2.99E-02
response to dexamethasone (GO:0071548)	38	18	9.51	+	1.89	3.95E-03	2.99E-02
polysaccharide metabolic process (GO:0005976)	76	36	19.01	+	1.89	2.57E-05	4.02E-04
energy reserve metabolic process (GO:0006112)	76	36	19.01	+	1.89	2.57E-05	4.02E-04
response to interleukin-4 (GO:0070670)	38	18	9.51	+	1.89	3.95E-03	2.99E-02
negative regulation of intracellular transport (GO:0032387)	57	27	14.26	+	1.89	3.05E-04	3.47E-03
adipose tissue development (GO:0060612)	57	27	14.26	+	1.89	3.05E-04	3.46E-03
regulation of D-glucose import (GO:0046324)	57	27	14.26	+	1.89	3.05E-04	3.46E-03
regulation of cellular response to insulin stimulus (GO:1900076)	74	35	18.51	+	1.89	3.62E-05	5.41E-04
regulation of proteolysis (GO:0030162)	419	198	104.83	+	1.89	3.10E-23	3.13E-21
positive regulation of nitric oxide biosynthetic process (GO:0045429)	36	17	9.01	+	1.89	3.59E-03	2.82E-02
regulation of fibroblast migration (GO:0010762)	36	17	9.01	+	1.89	3.59E-03	2.82E-02
pyridine nucleotide catabolic process (GO:0019364)	53	25	13.26	+	1.89	6.30E-04	6.42E-03
fatty acid derivative biosynthetic process (GO:1901570)	53	25	13.26	+	1.89	6.30E-04	6.41E-03
regulation of hemostasis (GO:1900046)	70	33	17.51	+	1.88	7.29E-05	9.93E-04
positive regulation of cytoskeleton organization (GO:0051495)	189	89	47.29	+	1.88	5.06E-11	2.08E-09
protein localization to cell periphery (GO:1990778)	240	113	60.05	+	1.88	1.04E-13	5.50E-12
hexose catabolic process (GO:0019320)	51	24	12.76	+	1.88	9.13E-04	8.85E-03
regulation of actomyosin structure organization (GO:0110020)	102	48	25.52	+	1.88	1.52E-06	3.24E-05
response to epidermal growth factor (GO:0070849)	51	24	12.76	+	1.88	9.13E-04	8.84E-03
regulation of nucleotide metabolic process (GO:0006140)	85	40	21.27	+	1.88	1.24E-05	2.10E-04
regulation of purine nucleotide metabolic process (GO:1900542)	85	40	21.27	+	1.88	1.24E-05	2.10E-04
synaptic vesicle localization (GO:0097479)	51	24	12.76	+	1.88	9.13E-04	8.84E-03
peroxisome organization (GO:0007031)	34	16	8.51	+	1.88	5.05E-03	3.58E-02
modified amino acid catabolic process (GO:0042219)	34	16	8.51	+	1.88	5.05E-03	3.58E-02
glycerophospholipid catabolic process (GO:0046475)	34	16	8.51	+	1.88	5.05E-03	3.58E-02
actin filament polymerization (GO:0030041)	34	16	8.51	+	1.88	5.05E-03	3.58E-02
dicarboxylic acid transport (GO:0006835)	83	39	20.77	+	1.88	1.76E-05	2.87E-04
cellular response to unfolded protein (GO:0034620)	83	39	20.77	+	1.88	1.76E-05	2.87E-04
L-alpha-amino acid transmembrane transport (GO:1902475)	66	31	16.51	+	1.88	1.50E-04	1.89E-03
T cell differentiation in thymus (GO:0033077)	66	31	16.51	+	1.88	1.50E-04	1.89E-03
response to nutrient (GO:0007584)	147	69	36.78	+	1.88	8.19E-09	2.56E-07
polyol biosynthetic process (GO:0046173)	49	23	12.26	+	1.88	8.24E-04	8.02E-03
positive regulation of intracellular protein transport (GO:0090316)	98	46	24.52	+	1.88	3.01E-06	6.03E-05
phospholipid catabolic process (GO:0009395)	49	23	12.26	+	1.88	8.24E-04	8.02E-03
positive regulation of lipid biosynthetic process (GO:0046889)	98	46	24.52	+	1.88	3.01E-06	6.03E-05
protein localization to membrane (GO:0072657)	324	152	81.06	+	1.88	8.43E-18	5.57E-16
regulation of translational initiation (GO:0006446)	96	45	24.02	+	1.87	4.27E-06	8.18E-05
regulation of autophagosome assembly (GO:2000785)	47	22	11.76	+	1.87	1.15E-03	1.06E-02
cellular response to hydrogen peroxide (GO:0070301)	62	29	15.51	+	1.87	1.93E-04	2.34E-03
cardiac muscle cell development (GO:0055013)	62	29	15.51	+	1.87	1.93E-04	2.33E-03
regulation of muscle hypertrophy (GO:0014743)	62	29	15.51	+	1.87	1.93E-04	2.33E-03
organelle fusion (GO:0048284)	139	65	34.78	+	1.87	3.13E-08	8.90E-07
negative regulation of proteolysis (GO:0045861)	139	65	34.78	+	1.87	3.13E-08	8.88E-07
intracellular iron ion homeostasis (GO:0006879)	77	36	19.26	+	1.87	3.31E-05	5.05E-04
organelle localization by membrane tethering (GO:0140056)	77	36	19.26	+	1.87	3.31E-05	5.04E-04
regulation of stress fiber assembly (GO:0051492)	92	43	23.02	+	1.87	8.73E-06	1.57E-04
response to heat (GO:0009408)	92	43	23.02	+	1.87	8.73E-06	1.57E-04
lipid homeostasis (GO:0055088)	184	86	46.04	+	1.87	1.69E-10	6.64E-09
muscle cell differentiation (GO:0042692)	289	135	72.31	+	1.87	9.14E-16	5.53E-14
supramolecular fiber organization (GO:0097435)	574	268	143.61	+	1.87	4.19E-30	7.43E-28
protein polymerization (GO:0051258)	105	49	26.27	+	1.87	2.13E-06	4.39E-05
negative regulation of response to wounding (GO:1903035)	90	42	22.52	+	1.87	7.94E-06	1.45E-04
peptide metabolic process (GO:0006518)	60	28	15.01	+	1.87	2.69E-04	3.11E-03
metabolic compound salvage (GO:0043094)	45	21	11.26	+	1.87	1.61E-03	1.42E-02
nucleoside metabolic process (GO:0009116)	45	21	11.26	+	1.87	1.61E-03	1.41E-02
regulation of neurotransmitter secretion (GO:0046928)	90	42	22.52	+	1.87	7.94E-06	1.45E-04
regulation of actin filament-based process (GO:0032970)	397	185	99.33	+	1.86	5.72E-21	5.01E-19
regulation of small molecule metabolic process (GO:0062012)	337	157	84.32	+	1.86	6.16E-18	4.14E-16
regulation of mitochondrion organization (GO:0010821)	116	54	29.02	+	1.86	4.65E-07	1.08E-05
regulation of glucose metabolic process (GO:0010906)	101	47	25.27	+	1.86	2.65E-06	5.36E-05
cell-substrate junction organization (GO:0150115)	43	20	10.76	+	1.86	2.28E-03	1.91E-02
regulation of amyloid precursor protein catabolic process (GO:1902991)	43	20	10.76	+	1.86	2.28E-03	1.91E-02
ensheathment of neurons (GO:0007272)	127	59	31.77	+	1.86	1.56E-07	3.96E-06
axon ensheathment (GO:0008366)	127	59	31.77	+	1.86	1.56E-07	3.95E-06
Golgi to plasma membrane transport (GO:0006893)	56	26	14.01	+	1.86	5.27E-04	5.49E-03
regulation of cardiac muscle contraction (GO:0055117)	84	39	21.02	+	1.86	2.12E-05	3.39E-04
unsaturated fatty acid biosynthetic process (GO:0006636)	41	19	10.26	+	1.85	3.23E-03	2.57E-02
negative regulation of reactive oxygen species metabolic process (GO:2000378)	41	19	10.26	+	1.85	3.23E-03	2.57E-02
regulation of actin nucleation (GO:0051125)	41	19	10.26	+	1.85	3.23E-03	2.57E-02
regulation of protein-containing complex disassembly (GO:0043244)	136	63	34.03	+	1.85	7.39E-08	2.00E-06
regulation of autophagy of mitochondrion (GO:1903146)	54	25	13.51	+	1.85	7.44E-04	7.42E-03
regulation of purine nucleotide catabolic process (GO:0033121)	54	25	13.51	+	1.85	7.44E-04	7.41E-03
regulation of neurotransmitter transport (GO:0051588)	108	50	27.02	+	1.85	1.74E-06	3.65E-05
regulation of glycolytic process (GO:0006110)	54	25	13.51	+	1.85	7.44E-04	7.41E-03
regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	54	25	13.51	+	1.85	7.44E-04	7.40E-03
regulation of nucleotide catabolic process (GO:0030811)	54	25	13.51	+	1.85	7.44E-04	7.40E-03
purine ribonucleoside diphosphate catabolic process (GO:0009181)	54	25	13.51	+	1.85	7.44E-04	7.39E-03
purine nucleoside diphosphate catabolic process (GO:0009137)	54	25	13.51	+	1.85	7.44E-04	7.39E-03
reactive oxygen species metabolic process (GO:0072593)	106	49	26.52	+	1.85	2.44E-06	4.95E-05
sterol metabolic process (GO:0016125)	143	66	35.78	+	1.84	5.04E-08	1.38E-06
negative regulation of kinase activity (GO:0033673)	78	36	19.52	+	1.84	5.89E-05	8.25E-04
protein K11-linked ubiquitination (GO:0070979)	39	18	9.76	+	1.84	4.60E-03	3.36E-02
potassium ion import across plasma membrane (GO:1990573)	52	24	13.01	+	1.84	1.05E-03	9.77E-03
positive regulation of cold-induced thermogenesis (GO:0120162)	104	48	26.02	+	1.84	3.44E-06	6.79E-05
positive regulation of actin filament polymerization (GO:0030838)	52	24	13.01	+	1.84	1.05E-03	9.76E-03
negative regulation of carbohydrate metabolic process (GO:0045912)	52	24	13.01	+	1.84	1.05E-03	9.76E-03
regulation of response to wounding (GO:1903034)	167	77	41.78	+	1.84	4.35E-09	1.43E-07
amide metabolic process (GO:0043603)	423	195	105.83	+	1.84	3.23E-21	2.87E-19
positive regulation of proteasomal protein catabolic process (GO:1901800)	115	53	28.77	+	1.84	1.19E-06	2.57E-05
negative regulation of transmembrane transport (GO:0034763)	102	47	25.52	+	1.84	4.87E-06	9.22E-05
dendrite morphogenesis (GO:0048813)	63	29	15.76	+	1.84	3.51E-04	3.92E-03
negative regulation of cation transmembrane transport (GO:1904063)	63	29	15.76	+	1.84	3.51E-04	3.92E-03
regulation of transmembrane transport (GO:0034762)	415	191	103.83	+	1.84	7.91E-21	6.81E-19
regulation of actin cytoskeleton organization (GO:0032956)	352	162	88.07	+	1.84	6.97E-18	4.67E-16
iron ion transport (GO:0006826)	50	23	12.51	+	1.84	1.50E-03	1.32E-02
cellular response to glucose starvation (GO:0042149)	50	23	12.51	+	1.84	1.50E-03	1.32E-02
membrane organization (GO:0061024)	798	367	199.66	+	1.84	3.97E-39	1.07E-36
positive regulation of proteolysis involved in protein catabolic process (GO:1903052)	137	63	34.28	+	1.84	9.18E-08	2.43E-06
renal water homeostasis (GO:0003091)	37	17	9.26	+	1.84	6.59E-03	4.53E-02
complement activation, classical pathway (GO:0006958)	37	17	9.26	+	1.84	6.59E-03	4.52E-02
negative regulation of ERBB signaling pathway (GO:1901185)	37	17	9.26	+	1.84	6.59E-03	4.52E-02
cellular response to topologically incorrect protein (GO:0035967)	98	45	24.52	+	1.84	9.87E-06	1.75E-04
negative regulation of proteasomal protein catabolic process (GO:1901799)	61	28	15.26	+	1.83	5.00E-04	5.26E-03
tetrapyrrole metabolic process (GO:0033013)	61	28	15.26	+	1.83	5.00E-04	5.26E-03
negative regulation of smooth muscle cell proliferation (GO:0048662)	48	22	12.01	+	1.83	2.15E-03	1.82E-02
platelet aggregation (GO:0070527)	48	22	12.01	+	1.83	2.15E-03	1.82E-02
deoxyribonucleotide metabolic process (GO:0009262)	48	22	12.01	+	1.83	2.15E-03	1.81E-02
ribonucleoside diphosphate catabolic process (GO:0009191)	59	27	14.76	+	1.83	7.16E-04	7.18E-03
nucleoside diphosphate catabolic process (GO:0009134)	59	27	14.76	+	1.83	7.16E-04	7.17E-03
regulation of lipid metabolic process (GO:0019216)	341	156	85.32	+	1.83	5.97E-17	3.83E-15
regulation of membrane permeability (GO:0090559)	70	32	17.51	+	1.83	1.56E-04	1.97E-03
cytoplasmic microtubule organization (GO:0031122)	70	32	17.51	+	1.83	1.56E-04	1.97E-03
purine ribonucleoside diphosphate metabolic process (GO:0009179)	70	32	17.51	+	1.83	1.56E-04	1.97E-03
purine nucleoside diphosphate metabolic process (GO:0009135)	70	32	17.51	+	1.83	1.56E-04	1.96E-03
cellular response to epidermal growth factor stimulus (GO:0071364)	46	21	11.51	+	1.82	3.08E-03	2.50E-02
positive regulation of proteolysis (GO:0045862)	206	94	51.54	+	1.82	1.22E-10	4.88E-09
muscle contraction (GO:0006936)	285	130	71.31	+	1.82	3.23E-14	1.76E-12
regulation of dendritic spine development (GO:0060998)	57	26	14.26	+	1.82	1.03E-03	9.55E-03
regulation of cell-matrix adhesion (GO:0001952)	125	57	31.27	+	1.82	6.62E-07	1.51E-05
myelination (GO:0042552)	125	57	31.27	+	1.82	6.62E-07	1.51E-05
positive regulation of reactive oxygen species metabolic process (GO:2000379)	68	31	17.01	+	1.82	2.17E-04	2.59E-03
positive regulation of small molecule metabolic process (GO:0062013)	156	71	39.03	+	1.82	2.46E-08	7.10E-07
response to oxygen levels (GO:0070482)	323	147	80.81	+	1.82	8.01E-16	4.89E-14
regulation of long-term synaptic potentiation (GO:1900271)	44	20	11.01	+	1.82	4.44E-03	3.25E-02
regulation of mitochondrial membrane permeability (GO:0046902)	55	25	13.76	+	1.82	9.26E-04	8.94E-03
positive regulation of exocytosis (GO:0045921)	88	40	22.02	+	1.82	3.31E-05	5.05E-04
monosaccharide catabolic process (GO:0046365)	55	25	13.76	+	1.82	9.26E-04	8.93E-03
protein localization to synapse (GO:0035418)	66	30	16.51	+	1.82	3.01E-04	3.42E-03
response to decreased oxygen levels (GO:0036293)	295	134	73.81	+	1.82	1.85E-14	1.04E-12
neutral lipid metabolic process (GO:0006638)	108	49	27.02	+	1.81	5.38E-06	1.01E-04
polyol metabolic process (GO:0019751)	97	44	24.27	+	1.81	1.57E-05	2.60E-04
localization within membrane (GO:0051668)	580	263	145.11	+	1.81	4.72E-27	6.79E-25
response to calcium ion (GO:0051592)	139	63	34.78	+	1.81	1.92E-07	4.78E-06
carboxylic acid transmembrane transport (GO:1905039)	139	63	34.78	+	1.81	1.92E-07	4.77E-06
glutathione metabolic process (GO:0006749)	64	29	16.01	+	1.81	4.19E-04	4.51E-03
T cell selection (GO:0045058)	64	29	16.01	+	1.81	4.19E-04	4.51E-03
regulation of carbohydrate catabolic process (GO:0043470)	64	29	16.01	+	1.81	4.19E-04	4.51E-03
positive regulation of protein catabolic process (GO:0045732)	212	96	53.04	+	1.81	1.33E-10	5.29E-09
transport along microtubule (GO:0010970)	190	86	47.54	+	1.81	1.16E-09	4.13E-08
response to ethanol (GO:0045471)	137	62	34.28	+	1.81	2.66E-07	6.50E-06
peripheral nervous system development (GO:0007422)	84	38	21.02	+	1.81	6.51E-05	8.98E-04
humoral immune response mediated by circulating immunoglobulin (GO:0002455)	42	19	10.51	+	1.81	4.04E-03	3.04E-02
amino sugar metabolic process (GO:0006040)	42	19	10.51	+	1.81	4.04E-03	3.04E-02
regulation of nucleocytoplasmic transport (GO:0046822)	115	52	28.77	+	1.81	2.35E-06	4.78E-05
protein targeting (GO:0006605)	228	103	57.04	+	1.81	4.37E-11	1.81E-09
organophosphate catabolic process (GO:0046434)	195	88	48.79	+	1.80	1.05E-09	3.74E-08
regulation of wound healing (GO:0061041)	131	59	32.78	+	1.80	7.21E-07	1.63E-05
negative regulation of catalytic activity (GO:0043086)	151	68	37.78	+	1.80	7.95E-08	2.13E-06
regulation of potassium ion transmembrane transport (GO:1901379)	60	27	15.01	+	1.80	8.22E-04	8.01E-03
nucleoside monophosphate metabolic process (GO:0009123)	80	36	20.02	+	1.80	1.30E-04	1.66E-03
regulation of protein targeting (GO:1903533)	80	36	20.02	+	1.80	1.30E-04	1.66E-03
carbohydrate catabolic process (GO:0016052)	129	58	32.28	+	1.80	1.01E-06	2.22E-05
organelle membrane fusion (GO:0090174)	109	49	27.27	+	1.80	6.22E-06	1.15E-04
ribonucleotide catabolic process (GO:0009261)	89	40	22.27	+	1.80	4.05E-05	5.92E-04
cellular response to osmotic stress (GO:0071470)	49	22	12.26	+	1.79	2.52E-03	2.09E-02
regulation of mitophagy (GO:1901524)	49	22	12.26	+	1.79	2.52E-03	2.09E-02
protein localization to lysosome (GO:0061462)	49	22	12.26	+	1.79	2.52E-03	2.09E-02
intrinsic apoptotic signaling pathway (GO:0097193)	176	79	44.03	+	1.79	1.16E-08	3.54E-07
response to hypoxia (GO:0001666)	283	127	70.81	+	1.79	3.87E-13	1.93E-11
acylglycerol metabolic process (GO:0006639)	107	48	26.77	+	1.79	8.66E-06	1.56E-04
nucleoside diphosphate metabolic process (GO:0009132)	87	39	21.77	+	1.79	5.58E-05	7.83E-04
regulation of ATP metabolic process (GO:1903578)	76	34	19.01	+	1.79	1.70E-04	2.11E-03
nuclear membrane organization (GO:0071763)	47	21	11.76	+	1.79	3.55E-03	2.80E-02
2'-deoxyribonucleotide metabolic process (GO:0009394)	47	21	11.76	+	1.79	3.55E-03	2.79E-02
positive regulation of protein localization to nucleus (GO:1900182)	94	42	23.52	+	1.79	3.58E-05	5.37E-04
positive regulation of glucose metabolic process (GO:0010907)	47	21	11.76	+	1.79	3.55E-03	2.79E-02
response to type I interferon (GO:0034340)	94	42	23.52	+	1.79	3.58E-05	5.37E-04
pyridine-containing compound catabolic process (GO:0072526)	56	25	14.01	+	1.78	1.64E-03	1.43E-02
intracellular protein transport (GO:0006886)	547	244	136.86	+	1.78	5.96E-24	6.46E-22
response to glucocorticoid (GO:0051384)	139	62	34.78	+	1.78	5.52E-07	1.28E-05
multicellular organismal-level chemical homeostasis (GO:0140962)	92	41	23.02	+	1.78	4.99E-05	7.15E-04
negative regulation of protein localization (GO:1903828)	202	90	50.54	+	1.78	1.33E-09	4.69E-08
cellular response to oxygen levels (GO:0071453)	155	69	38.78	+	1.78	1.16E-07	3.04E-06
regulation of cell-substrate adhesion (GO:0010810)	218	97	54.54	+	1.78	4.12E-10	1.55E-08
regulation of protein-containing complex assembly (GO:0043254)	434	193	108.58	+	1.78	5.60E-19	4.17E-17
embryonic placenta development (GO:0001892)	90	40	22.52	+	1.78	6.98E-05	9.55E-04
cellular response to fluid shear stress (GO:0071498)	45	20	11.26	+	1.78	5.02E-03	3.57E-02
negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059)	63	28	15.76	+	1.78	7.20E-04	7.21E-03
regulation of calcium-mediated signaling (GO:0050848)	99	44	24.77	+	1.78	3.35E-05	5.08E-04
protein stabilization (GO:0050821)	252	112	63.05	+	1.78	1.92E-11	8.31E-10
negative regulation of microtubule polymerization or depolymerization (GO:0031111)	45	20	11.26	+	1.78	5.02E-03	3.57E-02
positive regulation of D-glucose transmembrane transport (GO:0010828)	45	20	11.26	+	1.78	5.02E-03	3.57E-02
regulation of muscle system process (GO:0090257)	250	111	62.55	+	1.77	2.68E-11	1.15E-09
carbohydrate metabolic process (GO:0005975)	435	193	108.83	+	1.77	9.84E-19	7.08E-17
regulation of lipid biosynthetic process (GO:0046890)	194	86	48.54	+	1.77	4.81E-09	1.55E-07
positive regulation of protein localization (GO:1903829)	440	195	110.09	+	1.77	5.85E-19	4.32E-17
negative regulation of proteolysis involved in protein catabolic process (GO:1903051)	79	35	19.77	+	1.77	2.08E-04	2.50E-03
regulation of insulin receptor signaling pathway (GO:0046626)	70	31	17.51	+	1.77	4.49E-04	4.82E-03
regulation of protein import into nucleus (GO:0042306)	61	27	15.26	+	1.77	9.94E-04	9.30E-03
vesicle fusion (GO:0006906)	104	46	26.02	+	1.77	1.97E-05	3.20E-04
receptor localization to synapse (GO:0097120)	52	23	13.01	+	1.77	3.29E-03	2.62E-02
glial cell migration (GO:0008347)	43	19	10.76	+	1.77	7.11E-03	4.84E-02
establishment of organelle localization (GO:0051656)	349	154	87.32	+	1.76	5.80E-15	3.36E-13
cardiac cell development (GO:0055006)	68	30	17.01	+	1.76	6.25E-04	6.41E-03
intracellular monoatomic cation homeostasis (GO:0030003)	449	198	112.34	+	1.76	7.66E-19	5.54E-17
modified amino acid metabolic process (GO:0006575)	186	82	46.54	+	1.76	1.82E-08	5.32E-07
purine-containing compound catabolic process (GO:0072523)	109	48	27.27	+	1.76	1.78E-05	2.90E-04
positive regulation of interleukin-2 production (GO:0032743)	50	22	12.51	+	1.76	4.68E-03	3.35E-02
response to temperature stimulus (GO:0009266)	166	73	41.53	+	1.76	1.08E-07	2.85E-06
negative regulation of small molecule metabolic process (GO:0062014)	116	51	29.02	+	1.76	7.95E-06	1.45E-04
cellular response to metal ion (GO:0071248)	182	80	45.54	+	1.76	2.29E-08	6.63E-07
cellular homeostasis (GO:0019725)	703	309	175.89	+	1.76	1.28E-28	2.05E-26
regulation of cellular component size (GO:0032535)	355	156	88.82	+	1.76	6.03E-15	3.48E-13
intracellular monoatomic ion homeostasis (GO:0006873)	458	201	114.59	+	1.75	6.53E-19	4.79E-17
cellular response to decreased oxygen levels (GO:0036294)	139	61	34.78	+	1.75	1.58E-06	3.35E-05
cytoskeleton-dependent intracellular transport (GO:0030705)	212	93	53.04	+	1.75	2.00E-09	6.93E-08
postsynapse organization (GO:0099173)	114	50	28.52	+	1.75	1.09E-05	1.90E-04
T cell homeostasis (GO:0043029)	57	25	14.26	+	1.75	1.91E-03	1.64E-02
negative regulation of protein ubiquitination (GO:0031397)	73	32	18.26	+	1.75	5.72E-04	5.90E-03
insulin receptor signaling pathway (GO:0008286)	73	32	18.26	+	1.75	5.72E-04	5.90E-03
regulation of muscle contraction (GO:0006937)	178	78	44.53	+	1.75	4.30E-08	1.19E-06
midbrain development (GO:0030901)	89	39	22.27	+	1.75	1.12E-04	1.47E-03
regulation of carbohydrate metabolic process (GO:0006109)	176	77	44.03	+	1.75	5.91E-08	1.61E-06
regulation of endocytosis (GO:0030100)	311	136	77.81	+	1.75	4.46E-13	2.20E-11
organic hydroxy compound transport (GO:0015850)	167	73	41.78	+	1.75	1.27E-07	3.29E-06
negative regulation of protein metabolic process (GO:0051248)	556	243	139.11	+	1.75	3.04E-22	2.95E-20
regulation of vesicle-mediated transport (GO:0060627)	570	249	142.61	+	1.75	8.30E-23	8.27E-21
export across plasma membrane (GO:0140115)	71	31	17.76	+	1.75	8.04E-04	7.87E-03
regulation of gluconeogenesis (GO:0006111)	55	24	13.76	+	1.74	2.66E-03	2.19E-02
establishment of protein localization to extracellular region (GO:0035592)	133	58	33.28	+	1.74	2.76E-06	5.56E-05
regulation of amine transport (GO:0051952)	78	34	19.52	+	1.74	3.38E-04	3.83E-03
negative regulation of cell-substrate adhesion (GO:0010812)	62	27	15.51	+	1.74	1.71E-03	1.48E-02
phosphate-containing compound metabolic process (GO:0006796)	1394	607	348.77	+	1.74	3.82E-55	2.32E-52
cellular response to hypoxia (GO:0071456)	131	57	32.78	+	1.74	3.78E-06	7.34E-05
phosphorus metabolic process (GO:0006793)	1396	607	349.27	+	1.74	7.60E-55	4.25E-52
negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435)	46	20	11.51	+	1.74	5.96E-03	4.13E-02
cytochrome complex assembly (GO:0017004)	46	20	11.51	+	1.74	5.96E-03	4.13E-02
lamellipodium organization (GO:0097581)	46	20	11.51	+	1.74	5.96E-03	4.13E-02
negative regulation of monoatomic ion transmembrane transport (GO:0034766)	69	30	17.26	+	1.74	7.51E-04	7.44E-03
response to osmotic stress (GO:0006970)	76	33	19.01	+	1.74	4.67E-04	5.00E-03
response to cocaine (GO:0042220)	53	23	13.26	+	1.73	3.72E-03	2.91E-02
neuromuscular junction development (GO:0007528)	53	23	13.26	+	1.73	3.72E-03	2.91E-02
ribonucleoside diphosphate metabolic process (GO:0009185)	83	36	20.77	+	1.73	3.00E-04	3.42E-03
L-amino acid transport (GO:0015807)	83	36	20.77	+	1.73	3.00E-04	3.42E-03
long-chain fatty acid metabolic process (GO:0001676)	113	49	28.27	+	1.73	2.57E-05	4.02E-04
cellular senescence (GO:0090398)	60	26	15.01	+	1.73	2.40E-03	2.00E-02
regulation of ubiquitin-dependent protein catabolic process (GO:2000058)	180	78	45.03	+	1.73	8.35E-08	2.23E-06
regulation of Rho protein signal transduction (GO:0035023)	90	39	22.52	+	1.73	1.99E-04	2.41E-03
response to ischemia (GO:0002931)	60	26	15.01	+	1.73	2.40E-03	1.99E-02
cellular response to oxidative stress (GO:0034599)	224	97	56.04	+	1.73	2.11E-09	7.27E-08
regulation of cell shape (GO:0008360)	141	61	35.28	+	1.73	2.07E-06	4.28E-05
regulation of protein localization (GO:0032880)	905	391	226.43	+	1.73	2.79E-34	5.88E-32
receptor-mediated endocytosis (GO:0006898)	169	73	42.28	+	1.73	2.43E-07	5.98E-06
adult locomotory behavior (GO:0008344)	88	38	22.02	+	1.73	1.84E-04	2.24E-03
memory (GO:0007613)	132	57	33.03	+	1.73	6.50E-06	1.20E-04
vesicle organization (GO:0016050)	373	161	93.32	+	1.73	1.20E-14	6.81E-13
steroid biosynthetic process (GO:0006694)	95	41	23.77	+	1.72	1.16E-04	1.50E-03
protein N-linked glycosylation (GO:0006487)	95	41	23.77	+	1.72	1.16E-04	1.50E-03
positive regulation of synaptic transmission (GO:0050806)	146	63	36.53	+	1.72	1.81E-06	3.78E-05
